summary,Adventure,Angst,Drama,Family,Friendship,Humor,Hurt_Comfort,Romance
"Traveling together through Johto, May and Drew will have problems with trying to figure out if they like each other beyond rivals and friends. Problems arise, new Pokémon are caught, Contests are won. All while journeying together through Johto. ContestShipping!",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Reshiram and Zekrom share a few words with each other before the battle that will decide the fate of humans and Pokėmon. (Pokėmon Black),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
A seance gone wrong as Hex Maniacs and Channelers are cut down in droves! It's up to Phoebe alone to stop the enraged Ghost-types!,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
In which Professor Mirror gets a rather questionable research idea. New Snap one shot.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Bede has just been kicked out of the Galarian Gym Challenge. Now he is thrusting for revenge against for the people responsible, for his expulsion from the challenge. However unbeknownst to him, he is getting watched from the distance, by a certain someone. Set prior to Chapter 1 of Will of a Champion. [TWO SHOT] Formally known as Fifty Shades of Pink.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"Misty is in the middle of her training under Lorelei, in preparation to become the latter's successor in the Elite Four. After a long day, the former Cerulean Gym Leader will learn that her mentor has a lot more to offer than just battle training, including some heart-to-heart advice to deal with long-distance relationships. Prequel of ""Water vs Ice"".",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Takes place near the end of a chilling curse Please read and review,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"A story told by Pikachu about the love Ash brings to him. Their tight bond is unbreakable, they would do anything for each other.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Just a simple One shot Of Victor X Marnie; A Punkblade fanfic,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"A Pokémon adventure heavily based off the HeartGold and SoulSilver games. Embark with young Pokémon Trainer Ethan as he sets to make a name for himself across the Johto region encountering wild Pokémon, trainers, gym leaders and even the evil Team Rocket.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
He was just in time to see her arms slipping away from the rope before being raggedly thrown across the big rock. This isn't happening. He found himself thinking and was almost over the edge before arms pulled him backwards. Read to find out how a string of events changed the seemingly happy and innocent picnic day into one of terror for Paul and his family.,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"Mermaids. They're born in the sea, they live in the sea, and then one night they wake up and decide that they don't belong in the sea. That's the way it is...until one young princess asks a question that turns the whole story upside down. An anti-Little Mermaid story; contains minor Advanceshipping",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Silent surveillance footage from a gas station south of Eterna City captures glimpses of an otherworldly visitor. Reality-warping antics ensue.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Moments away from Vermillion City, Ethan dreams of his fated rematch with Red. A one-shot that hopefully becomes a full story.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rated T for certain slapstick humor.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"A harsh defeat has completely crushed Gary Oak's spirits. Determined to recover from it, he swallows his pride and decides to seek help with a certain veteran trainer-turned-novelist, whom he believes might help him find what he lacks to become a better trainer and come back stronger. Part of the Pokémon Reset Bloodlines universe. Knowledge of the main story is highly recommended.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Miykui is the bess fanfiction aboot a normat girl who find INCREDIBIL things vias a PROFECY. she falls in love with silver and thry're in luv. miyuki gets a celbi as her startere and is the best traner in pokemon!,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Immediately following XY episode 63 (A Fork In The Road! A Parting Of The Ways!), Jessie and James have a heart to heart, discussing Jessie's love for...Team Rocket.",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Serena is pregnant, and Clemont's mind is wrecked with bad possibilities.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
This is a series of short stories that reflect on Ash and his Pikachu’s relationship and their strong bond with each other. These stories are meant to be cute and light hearted. So enjoy!,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Ash was Under the Care of Forbidden Pokémon in the Forbidden Pokémon Zone ever since Magearna discovered him as a baby. One day during a fight with an unknown Forbidden Pokémon leaving him injured, he falls through a portal to the human world only for Professor Burnet and Professor Kukui to Rescue and Heal Him. What secrets of the past will he discover with this family?",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Matt looks for love in a utopia. Betaadminadshipping, ORAS Team-Aqua-wins AU.",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Gary Oak gets poisoned when Umbreon goes crazy under the moonlight of a blue moon.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Misty is a girl with an orange fragrance and acid words [Anipoke SatoKasu/Pokeshipping]. Original written by ClaudiaDaro.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"Serena gasped upon feeling how much she hated this Ash. [Anipoke Ash & Caprice!Serena] Distorted version of the ""Ash yells at Serena"" scene. Not quite a SatoSere, but it depends on the reader's perspective. Original written by ClaudiaDaro.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Love is a sweet but funny thing, as May finds out when she works up the courage to tell Ash how she feels. Advanceshipping Oneshot",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"""You think Misty is pretty."" ""...I already said that."" ""You've said it every night this past week, after all."" ""Well, that's because it's true!"" OneShot Pokeshipping",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The 4 Part Finale of My Series Ash Ketchum the Half Ghost Knight Hero as a One Shot. All 4 Parts COMBINED INTO 1!,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Ash and Pikachu always go on adventures together to spend some bonding time. However, they manage to get into trouble and Ash becomes paralyzed! There is no one to help take care of Ash execpt Pikachu. Ash has always been there for Pikachu when he needed help, now it is Pikachu’s turn to care for Ash and take on the responsbillites!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"With strange sightings in the Wetlands in Kalos, Professor Cerise sends Ash and his friends to investigate. Wondering if legendary Pokemon are at the core of the mystery, and with a Pokemon Coronation Series battle festival approaching, Ash is eager to embrace the challenge. Old friends and old rivals return in this three part story.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Tierno takes Trevor out dancing in the middle of the night. Takes place after XY.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"In the year 2019, all is well, until the Big Event happens. All of a sudden, 30% of the human population have become Pokemon! As the world goes to hell all around, Lucas must cling to whatever sanity he has left. Percentverse AU TF fic. Rated T for Teen. I do not own the cover.",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"It's a typical day for Jessie, James and Meowth as they search for rare and valuable Pokémon to steal. That is until a mischievous baby with a heart of gold crawls into their bag when they're not looking!",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Chloe is sent on a sudden task from her father while the boys are busy. Along the way, she meets a Kalosian girl gives her some life advice. Slight Amourshipping hints.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"The stories of Arcana continue in this second installment in the Crimson Fury Trilogy. As all of the regions of the world gather for the largest Pokémon Tournament ever to be held, the fractured remnants of the evil Syndicate return in force to wreak havoc on all who would dare oppose them. Loyalties will be tested, grudges will be upheld and no one is safe from Mewtwo's wrath!",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"""Ash Ketchum, are you jealous?"" she asked with playfulness. Is Ash Ketchum really jealous because of her? Does this mean even he likes her? Misty blushed at her thoughts. poke shipping. AAML",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Although he has cared for pokemon before, this is only his first one. As times goes, despite their blossoming friendship, their situation keeps getting worse. By now a member of the elite four would not be able to handle this. How is he supposed to?",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Brock goes out to search for Ash only to find himself stuck in a bind.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Pearlshipping. And domestic fluff.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"Good things come to those who wait, unless Serena's the one waiting.",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"A really, REALLY old piece of writing of mine I found in my OneDrive after I got bit by the writing bug again. It was inspired by an amazing AshxLatias fic. I've written a lot when I was young but never uploaded. I figured this, though old, was good enough that some people might be able to enjoy it. Ash argues with Pikachu, Pikachu and Glaceon fluff, Brock and Gary talk history.",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"When a human boy turns into a Lucario, he then meets a new friend in Togetic and together they have to convince a powerful Pokemon to stop an incoming meteor before it's too late.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Ash has secretly been thinking about Dawn to the point where he can't sleep. What is this about? Cast older, Pearlshipping, one-sided Amourshipping, mentioned Contestshipping",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Serena has trouble with her Physics exams. Trevor advises her to find a tutor. Clemont is too glad to help.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"I've seen some stories like this on ao3,, thought I'd give it a shot. Ash wants to end it all, but must convince others not to go the same way he does. Finally, he meets someone who feels the same, but tries to end it all the same. TW for attempted suicide and hints (if you squint) of child abuse.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Misty and Brock visit Alola, but something happened, and Misty is forced to finally confront her feelings.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"After winning his second gym badge in Unova, Ash decided to bring his reserve pokemon for Unova league where he decided to train his old and new pokemon together.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"One of my requests I created on Tumblr. Read it, enjoy and Long live Tumblr",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Proton is hungover and can't deal with Lance's remark.,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
A poem comparing Nincada to real life cicadas.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
This just showed up in my email,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Experience the Pokemon World in a brand new way unlike anything before. No Trainers, no people. Just pokemon in their natural Habitat. Come with us as we explore the World of Pokemon through every ecosystem across the planet. Written with my good friend Jexi the hunter. Inspired by the Netflix Documentary Series, Our Planet, and Narrated by David Attenborough.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"With a bunch of pound-reject pokemon like a rattata and a blind and deaf eevee, one trainer tries to change the world. A science loving OC-insert reincarnation fic. Warning for briefly mentioned suicide by the OC in past life and violence. (Note: Pro-slavery characters are NOT reliable narrators. Can't believe I have to clarify that...) Complete.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"Champions, Elite trainers, gym leaders, friend and family from all the regions were in here to celebrate. People and pokemon were dancing. Food and drinks were flowing. The ballroom was full of cheer. Everyone was is a great mood except for the honey blonde sitting in the corner. She was a little sick of all the love in the air.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Jasmine's never been one to speak her mind. Now, with a little help from an unlikely source, her lips won't stay sealed. On the night of the Sinnoh Summit, what's a girl to do? Embarrass herself on global television, maybe. Let down the Kanto-Johto League. Or tell Volkner the truth—that she's in love with him.",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
he ate a fucking apple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Ash was never one to be eloquent with words; taking action was always his greatest specialty. However, when it comes to a certain action with a certain redhead, it's a slightly different story. OneShot Pokeshipping",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"It's fine to be busy, but sometimes, you just have to visit the local Virbank City cafe and just enjoy life for a bit, you know? (One shot, slice of life)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"When Venus Wisteria-Kosaburo takes Mightyena for a walk around the city, she finds a poor, abandoned Skitty, in need of a home. Modern-ish AU. HisuiShipping! aka Butch x OC! Fluffy! Plus little hints of Rocketshipping, and Cassidy x HR!Wendy.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"A year after becoming the first Champion of Alola, the Champion reflects on what it means to be a Champion and starts to doubt herself until her team comforts her. SI/OC-centered. My reflection piece on my original run of Pokémon Moon. Slight spoilers for the ending of Sun and Moon.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"In this week's episode of Scyther High, Night Terror wants to woo his sweetheart (and fellow Scyther) Scythe at a house party, but untold obstacles await him. Written for April Fool's Day and lovingly inspired by Dragonfree's visual novel Sutoraiku High (oh, and please don't sue me, Free).",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"When a princess of an underwater kingdom doesn't want to rule there are always going to be problems. But Pulse wants nothing more than to be able to spend time with her best friend, and she'll do anything to get out of her royal duties. But she might find that her desire not to rule is granted in quite a different way to what she thinks...",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Detective May interrogates her friends (mssrs. Leaf, Gary, Ash, Drew, Dawn, and Paul) to discover who stole the last liechi berry cone that belonged to her.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
That boy just can't stop farting.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"A horrible nightmare brings out all of Ash's worst fears. Just when it seems like he won't be able to go back to sleep, someone finds him. Will Ash find peace with her help? Advanceshipping",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"When Hop finds out that Leon has endorsed two other Trainers for the Gym Challenge, Hop wants to know all about them - including what they did to catch his brother's eye. Turns out, one of them catches Hop's eye, too - but for a completely different reason. (Or, Hop develops his first crush, and Leon helps him through it.) [Hop x Schildemilia]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Follow the Pokemon Adventure of Buck Dorwind, a trainer from Pallet City who aspires to be the best! This is a Novelization of the Kanto Storyline (from Red and Blue) Taken place many years after the exploits of Ash! I hope you all read, enjoy, and review! Edit: Novel concluded with a shocking and abrupt end that aims to shock and surprise!",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"An alternate timeline of Ash after he lost the Indigo League. Here, he meets a mysterious man named Cyrus.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"After their time in Kalos, Ash and Serena go to the Galar region for what would be their sixth anniversary of dating, while ether the two catch a Pokemon and Give it to Bonnie as a gift. What Pokemon will they catch? And what will happen with Ash and Serena during their time in Galar? Only I know. But read to find out. Amourshipping one-shot. Read and Review.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"This is my first fanfiction as well as my first Pokémon fanfiction. It's a Pokémon version of The Looney Tunes Show Episode, Double Date. And I decided to focus it on my most favorite Pokémon Ship, Umbreon x Sylveon. I hope you like it.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"The Lily of the Valley Conference was Ash Ketchum's greatest showing yet. Naturally, the trainer from Pallet Town wasn't satisfied with that! Reflecting on his past choices, Ash decides to focus on growing alongside the loyal roster of pokémon he's already accumulated, with the same goal in mind they've always shared; to be the very best! Part 1 of a reboot of Another Road.",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Eight times the Roswell siblings came to terms with their feelings. Eight times the Copper siblings let themselves relish within their feelings.,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"It's the night before Ash's Fortree gym battle, and May's got something on her mind. What happens when she shares her troubles with Ash? The answer might surprise her. Advanceshipping",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
This is a series of shipping fanfics that I am writing between various characters in Pokémon Masters EX and the female protagonist for a fan otome game that I am planning to make.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Suicune takes some time reflect on its new life as one of Goh's Pokémon.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"He'll shatter the heavens one day, because that's what a hero does. Hilbert returns from Unova with an odd partner for an even odder experience during Sinnoh's Gym Challenge. He'll learn, change, adapt; And any wall that stands in his way, well, you know what they say about drills. A very unserious Journey fic, a lame pun for a title, and a hell of a lotta Gurren Lagann references.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Glitchy returns to Kanto to re-challenge the Gym Leaders,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Ash has completely forgot about valentines day and had to lie to his girlfriend the most popular girl in school May Maple What will happen to Ash and May relationship will in work out or will it fall (has brief strong language),0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
A journey's end at the throat of the world. What is there left for Kris to do? Throw down.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Ash and Goh travel to Hoenn for a World Coronation Series event. While Ash battles, Goh ends up meeting a young performer from Kalos. This is one idea for how Serena could appear in Pokémon Journeys.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
This tells the Pokemon point of view when they watch Ash compete in the first Alola Pokemon League,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
This is a series of shipping fanfics that I am writing between various characters in Pokémon Masters EX and the female protagonist. This story takes place after ‘New World Dilemma' in Pokémon Masters EX.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Formerly Femboi Ash Part 2 of Trap Ash Ash has been dressing as a girl for a while, but what happens when a strange letter adressed to him comes to the lab.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Things between Goh and Chloe were fine, until Ash arrived and changed the whole dynamic. A silly argument between old friends leads them to rediscovering why they became friends in the first place, with a little help from Ash the Wise. Friendship fic for the Journey's trio. No shippy stuff, not even if you squint.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"May, Brendan, and Wally make a perfect trio when it comes to both rivalries and dating.",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
A spoof dex entry comparing Lickitung and Greninja.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"A story based on a piece of artwork. After trying to solve a missing Pokemon case, Detective Pikachu is captured and finds out exactly what this kidnapper wants: a test subject. (Pokemon belongs to Nintendo)",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"After losing to Brawly, Ash is having some trouble sleeping at night. When he goes to get a midnight snack, someone unexpected is there as well. What happens next? Light Advanceshipping",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"The years for Unova have gone by Iris the Grand Champion of Unova and Ash Ketchum have a set of twins. Soot and Rosa, their caretaker Gardevior seeks to return to her home region of Kalos for a bit of inspiration. Unaware that they'll stumble onto something something sinister. Negaishipping. Warning: Child abuse.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"In which Ash meets people he encountered during his travels, not necessarily his friends, and spends some more time with them. Sequel to Letters to Ash.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"You did it. You finally managed to become Alola's first ever champion and now a festival was being held for you. But then, a certain blonde girl pays you a visit. (Crossposted on AOO)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"Inspired by Jason Chen's ""Best Friend"". Each verse (or so) is a chapter in Ash and Misty's relationship. Watch Ash Ketchum realize his feelings for his best friend, and then their relationship blossoms. Along the way, each person loses the other for various reasons, but they always find a way back to one another. Song-fic!",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"A widowed doctor in the Sinnoh region learns the one who took his wife away is still at large and vows vengeance. Fate grants his wish, if he can come to terms with its price.",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Wulfric makes a stop at the Pokémon Village to check on its residents. Just a bit of fluff. One shot.,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Flamers are well gonna get beatens cause I had sex with Brock. Anyway shut up I ain't even done nothing or nuffin,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Buneary finaly reunites with Pikachu in Unova. All seems perfect but there is a Gengar wanting to spoil their fun Contains Lagomorpshipping (Pikachu X Buneary),0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"In Pokemon Journeys Episode 46, Mewtwo is secluded on an island with Pokemon who fear humans. Just what did humans do to scare those Pokemon so much? What did Mewtwo rescue them from?",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Small pokemon/human fluff piece,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"A new Professor is in town. Two actually. Moving just up the hill from our favorite Melemele Professors, Kukui and Burnet. However, a mysterious air seems to follow around these two as one accident after another causes struggles for both them and those who come near. What could be the cause of this poisonous aura and can they find help before a more serious incident occurs?",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"In which Goh is having a panic attack and Ash is being his supportive, friendly self. Pokémon Journeys oneshot.",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
He tried to convince himself it was unintentional. He really did. But seeing his terrified expression... He knew he couldn't hide his feelings any longer.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Matthew and his childhood friend Jenny had always been close. Matthew has to live up to his fathers name of Pokemon Master, and Jenny has to face past demons that will soon threaten the world itself. Contains violence.",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Written for r/pokemonfanfiction's inaugural Great Fic Writing contest. Tori was not ready to take on this responsibility, but thanks to scheduling conflicts, he was the only one who could do the job. He did not have the experience to make the right calls, especially with the given time-frame. There is only so much you can do when you have a limited time to move (tutor).",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Politoed throws a pool party for his friends and helps some of them along the way.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hop is on a losing streak, and Chairman Rose wants to talk to Leon about it. Leon just wants to keep his little brother from getting hurt.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"In which a girafarig and his chatty, aggravating tail have to set aside their differences to survive in a dark, dangerous forest.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Strength in numbers is the only kind of strength Kono knows. But strength offers no absolution from the coming storm.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"""How is Ash still ten years old? Why does no-one else find this strange? Why did I not find it strange?"" From the notes of Professor Gary Oak.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"It has been 25 years since the series began and to commemorate this occasion, here's a special poem! Happy 25th anniversary, Pokémon!",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Nearly a year after their Kalos journey, Ash is the champion of the Alola region, while Serena has just competed in the Hoenn Grand Festival. When the pair meet again in Kanto, they decide to travel together once again. Serena is ecstatic to be with her crush again, but... does Ash really still not understand her feelings? An Amourshipping One-Shot.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Rewrite of seeing the forest for the trees. Trigger Warning. Ash has had enough of people telling him what to do. Lotsa triggers.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"Orville Hayes was a average kid, who got transformed into a Pokemon. (Note: Story is complete until further notice.) (C)Author Arnold 2009-2019 All rights reserved to GameFreak, Nintendo, and Pokemon Company (C) 1995-2019",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A sequel to The Meeting of Champions. Kukui and Goh freaking out about what they had learned. (Sorry I'm bad at summaries),1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"As the Hoenn League's newest hire, Roxanne's determined to succeed—not to fall for Brawly, with his laid-back Dewford lifestyle and apparent propensity for networking in swim trunks. In fact, there are many good reasons why she shouldn't. Her only mistake is writing them down.",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Ash and Clemont have a date at the Perl Fountain in Kalos. Fluff ensues. Crossposted on Archive of Our Own.,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"(REWRITE) In PokeFan city, everyone is a pokemon fan! Everyone, except the odd boy our heroes meet early into their visit. Can Ash put aside his frustration with this boy who hates pokemon? What will our heroes discover about the mysterious pokemon, Tew?",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
The title says it all! This is a one-shot,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Victor has defeated Leon, but the now former Champion is not taking the loss well. He almost seems afraid. What reason could Leon have to be upset over this? Slight crack.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"After being chased out of Pokémon Square, Flower keeps running. Because running towards what she dreads most is the only way to make the trip worth it. PMD1/PMD5 one shot.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ash is loved. There are people who loved him and worried about his wellbeing even if they haven't talk in long time. Those letters and gift are proof of it.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"Ash and Pikachu return home with some unexpected surprises, including a confession in front of many people and Pokémon.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
lil gordie/reader fic for a friend! in which gordie makes questionable purchasing decisions,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"Lillie and Selene have arrived to confront Lusamine, but at the cry of the Nihilegos, Lillie hesitates. Lillie/Selene.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"Given a set of tasks to complete on Valentine's Day, Richard uses this opportunity to prepare the perfect gift for Rosetta. Based on the Pokémon Desolation fangame.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"When Skyla saw Elesa was in the bath, she did not expect to see what she did.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Tonight, Dawn will be officially become Champion, and Barry has something very important to tell her. If only he could find the right words.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"This is the start of a young girl named Mew who begins her Pokemon Journey. A young girl raised and can understand Pokemon begins her journey to become a Pokemon trainer with Eevee and Pikachu. Together, they meet good friends, evil enemies, and adventures beyond their imaginations. See how the young girl and her friends, human and Pokemon across Kanto in the world of Pokemon.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
A day comes that shatters Ash's view of himself.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[One-shot] One youngster on a lovely Alolan vacation yearns to experience the well-known Mantine Surf island-hopping. A strange encounter with the regional fauna, however, changes how his summer break is supposed to eventuate.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Disillusioned and depressed, Kanto's latest Champion is about to fall off the deep end - and it's up to Lorelei to save him. Contains dark themes and a bit of adult language.",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"After a massive portal opens, a security guard finds Pokemon roaming the Earth. Now faced with these strange and terrifying creatures, she must pick up the broken pieces of her old life while struggling with her denial of a world irrevocably changed.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""In the evenings, this pokémon is said to sing plaintively as it seeks what few others of its kind still remain."" Two kids, their emotional baggage, and a lapras chase a myth into the bottom of the ocean.",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Solstice eve brings a stranger and a murder to the quiet town of Silversteer. Well, at first only the stranger called it a murder. Murder requires a person, and the amaura, lying with her neck snapped in the snow, wasn't one. PMD.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
"What is the life of a Pokemon like from their own eyes? A small charmander boy lives with his family and friends in a valley where the Pokemon live free, but when some black guys come to ruin the peace, it will be up to him and his friends to save their home. However, on the journey, he will discover that a prophecy will mark his fate, and that perhaps he is not entirely Pokemon...",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
May is the Princess Of Hoenn who ran away from home. She's been missing for more than 2 years. She meets Drew and they become friends and then discover that they hold feelings for each other in only a week of knowing each other. Can Drew stop May's wedding to a Prince and be with her himself? ContestShipping!,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Journey into the underworld and have the party of your life. Or your death.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Poor girl ends up dynamaxing herself.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"They've been at war since the dawn of time. Two creatures, forever locked in an endless war. He was just the poor farmer caught in the middle. Journey-verse side story.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Sophocles experiences the legendary ""Pokémon Shock"" after a Porygon appears on his Nintendo 3DS. [ZingZapShipping]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
