,Summary,Adventure,Angst,Crime,Drama,Family,Fantasy,Friendship,General,Horror,Humor,Hurt_Comfort,Mystery,Parody,Poetry,Romance,Sci_Fi,Spiritual,Supernatural,Suspense,Tragedy,Western
167,"AU. InuKag. Kagome is the princess of the Human Lands, forced to marry a man she cannot love. Inuyasha is her knight, sworn to protect her. But he cannot protect them both from the most dangerous thing of all: love. IYFG AWARD WINNER!",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
168,"After harsh training in Kagome's own era, she comes back and gets betrayed by Inuyasha. Upset, she runs off alone and experiences some painful changes that will change the course of her life. Most likely SessKag pairing. Don't like, don't read. Revising.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
169,"It all started with a single question, followed by an argument, followed by a bet even SHE doesnt think she can do: ""I bet you can't kiss Sesshoumaru!"" And it all went downhill from there.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
170,"In the beginning, the idea of pen pals seemed intriguing. However, as the chaos began, she knew she had been wrong. After all, whom could enjoy corresponding with their polar opposite? S/K",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,"When Naraku's fail-safe plan, well, fails, Inuyasha and the gang find themselves face-to-face with a ghost from the past who, as they soon discover, has got his sights set on a certain little miko. And he's not about to let her go. (1/12/2015 UNDER REVISION-SEE PROFILE FOR MORE INFO)",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
172,"Sesshomaru really always has been a dreadful, possessive pup.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
173,"Picking up the pieces after being separated for three years isn't as easy as it may seem. A quiet, burning kind of chaos sweeps through Feudal Japan, and it's going to take a lot more than a fairy tale ending to put things back together. They defeated a man who would become the Devil. Can they survive a man who would become a God?",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
174,"Sent home after the jewel is completed, Kagome gets another slap by fate - she isn't aging. What happens to a person that can no longer be a part of the world - because they've lost their place in it?",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Kagome gets separated from her friends during a demon attack only to stumble across something that has her quaking in fear at first. What will she do about it and just exactly what is Sesshomaru doing? One-shot SessKag,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,"When Kikyo is resurrected by a shadowy enemy, Kagome loses her own humanity. Transformed into a demon, she learns to adapt in the halls of the Western Fortress. A Kagome-turns-demon story like no other begins now!",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,"AU Disguised as her twin brother Souta, Kagome attends Shikon University in hopes of playing for the boys kendo team. But it's kinda hard to focus with such a sexy room mate... Inu/Kag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
178,"Kagome has a weird birth mark on her arm that may be connected with her Higurashi history. Kagome, a hanyou? IYxYYH",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
179,{Complete} Lust. Betrayal and a longing for the truth. Inuyasha needs Kagome but also must control his new lust and power for her. And she is very tempting...,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
180,"{Volume I in the ""Confessions Trilogy} Kagome is raped, and Inuyasha is unexpetedly thrust into the role of being her emotional pillar of strength. But along the way he realizes that her path to healing could heal his own broken heart as well.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
181,One-shot. Kagome's not feeling well. Inuyasha helps.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
182,"What if Kagome had fallen down the well much earlier in life? What if she'd known Sesshomaru first, grown up side by side with the Taiyoukai but couldn't remember? Like Alice falling into Wonderland only to wake up with no time going by at all? What story would their forgotten memories tell? SessKag with a bit of Inutaisho and Sessho-mama",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
183,"After getting dragged even farther back in time, Kagome can't get back again. To make matters even worse, the only person in this time who she knows doesn't seem to have any interest in helping her get back. In fact, if he has his way, she'll never leave at all. But when events take a turn for the disastrous, it'll take all their collective skill to make things right. SKW2017",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
184,"01.10.14. Chapter 32: Her tears and his vexation had been worth it. Their children, both adopted and naturally born, were worth it. The centuries may have blurred into one, but there was one consistency that remained perfectly clear: Kagome. The Western Daiyoukai has finally been revived and he is ready to show his wrath.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
185,"COMPLETE InuKag, some MirSan: Naraku is defeated, the jewel nearly complete. Questions come to rise within the group. What will Kagome do when the jewel is complete? What will InuYasha wish for? A new foe enters wanting Kagome's powers.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
186,"The Challenge posed by Kagome’s three modern girlfriends: Go on a date, with someone other than Hojo! Due to the dare’s terms, Kagome unexpectedly tries to implement their plan with Sesshoumaru, but a taiyoukai is both difficult and dangerous to please.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,"Investigating a cold draft at night, Mrs. Higurashi muses on Inuyasha's nature, and his presence in her daughter's life. A silent interaction. 1st Place Winner of Best Vignette of 2007 at IYFG!",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,"[COMPLETE] Kagome's a new student, Inu Yasha has fallen for her, Kikyo is jealous, & Kouga becomes a rival. Read and watch as love blooms between InuKag & MirSan during big events! Sequel summary is inside and is now COMPLETE! Please R&R",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
189,"Kagome's brain made a snap decision without consulting the rest of her. It just turned out to be the best decision she ever made, maybe... SessxKag, adult bits but not explicit, children. oneshot, complete, don't own.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Rin is a homeless girl with ambition and Sesshomaru is a business man with an icy heart. Suddenly Rin finds herself moving up in the world and Sesshomaru finds himself with a melting heart. But then Naraku has to show up. AU RinSess with some KagInu MirSa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
191,"Oneshot. When the quest ends, Kagome is sent back to her rightful time and place. After approximately five centuries of waiting, youkai in the Modern Era watch for her return... some more eagerly than others. An Adult!Shippo and Kagome story.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,"They were twins destined to live apart. One was given the duty of protecting the jewel while the other is thrown to an era that is long after she was born. When her twin died, she is pulled back to fulfill her twin's responsibility... Summary inside",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
193,"The tale of how an aristocratic woman became the Empress of China, imprinting her name forever in the records of history. Inuyasha x Kagome. Historical Romance.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
194,"[COMPLETE] After a battle with Akki, a demon squirrel, Kagome gains the ability to read minds. How will this play a part in the fight against Naraku and a new ally? But more importantly, how on earth will Kagome stay sane after reading her friend's minds?",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,"Sesshomaru, curious about this 'Tokyo', forces a terrified Kagome to take him to her era. What happens when one innocent well allows two individuals to leap over time's barriers?",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
196,"Sesshoumaru has marked Kagome against her will. Now an demoness, she knows he doesn't want her, so she finds a way to rid herself of his mark and out of the Feudal era. Sesshoumaru realizes too late that she was the one he wanted and is willing to wait",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
197,"Excerpt from Chapter Twenty: Poor guy had turned green as Inuyasha had described, in great detail, what it meant to be disemboweled.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
198,"Kagome, an outcast, was alone until a certain silver haired mercenary rescued her. One day she found out he was going to be executed, how can she save him? AU and KagxSess",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
199,"Two past lovers, two present enemies. What happens when fate plays a role in their adventures? Kagome and Sesshoumaru become possessed by the souls of two past lovers who are determined to have a second chance. KAGSESS",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200,"Sesshoumaru is a man who demands obedience, but Kagome has made disobedience strangely enjoyable. [AU] [Sess x Kag x Nar]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
201,"Kagome finds a mysterious rose, and fate connects her to a demon with a force that she couldn't imagine. Sesshomaru is forced to face the only situation that scares him. SessKag. Rewrite of 'A Mysterious Flower'",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
202,"The demise of Kagome and Inuyasha’s relationship, and the birth of a new, completely unexpected love. Time may wear down mountains, but a distant promise of hope always lies in the future. /SessKag, AU/ Nominated: 2nd Qtr 2009 2.0, Dokuga awards!",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
203,"AU When Inuyasha dumps her, Kagome out of uncharacteristic fury kicks a can that by a cruel twist of fate dents Sesshomaru's car. As a poor college student with no money, she is forced to spend 25 days with him as his servant to pay off her debts. SK MS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
204,"This is a story of an alternate universeif youkai were the rulers and had the humans as slaves. A tale of one human and a hanyou that overcame the views of their society and how they survived together, and what they gave up to get there.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,"AU ~ Kagome, while trying to escape from a man trying to enslave her, earns a debt on her life she'll never be able to pay off. In return for Kouga saving her, Kagome goes to work for Sesshoumaru and Inuyasha as a maid with no name. Kagome/Sesshoumaru",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
206,"Have all the men in Kagome’s life finally become too much for Inuyasha? One-shot, Inu-Kag, Valentine’s Special (NOT A LEMON).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
207,"A birthday outing to see a foreign circus turns into a nightmarish mistake when Kagome stumbles upon a circus of a very different nature and meets a sideshow freak with dog ears and a human heart. AU, Complete",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
208,"After the journey,Kagome is stranded in the present time with a sealed well.Her time in the past is legend today. Given a book 500 yrs old, What didn't she know when she left that is so important today?",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Kagome discovers a shocking secret about her favorite author...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
210,"When Sessho ""saves"" a dirty slave girl from a group of bandits and brings her into his home,no one ever thought she'd be more than a simple servant. They certainly never thought her to be an inu heir whose power could match the icy lord himself. The road to claiming her throne isn't an easy one for Kagome, however. Old/new friends, a powerful enemy,an old romance,shocking secrets..",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
211,"While seeking the sword of his father, Sesshoumaru found something else. Something he had never imagined, but could appreciate almost instantly. SessKag. oneshot, complete, don't own. For LadyShieru on DA, inspired by her sketch by the same name.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
212,"Once upon a time, hidden in the darkest of woods, was a little cabin where dwelled a beautiful maiden and her protector. Join me in this journey of exploring a scorching love and how it came to be. 100 words drabbles.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
213,"As seen on Dokuga. ""Let's make a promise, Sesshomaru,"" Kagome suggested with a smile, ""I'll protect them, in return for your company.""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
214,"AU: On the way home with her brother's medicine one evening, Kagome is attacked and abducted by heartless pirates, and is sent to be killed by the captain of the ship himself. Will Inuyasha be cruel enough to throw her off the plank? IYKag",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
215,"COMPLETE:: Canon:: *WINNER BEST DARK/DRAMA 2009* Natural Disasters are nothing to laugh at... and so Kagome realizes as she's trapped, hundreds of feet beneath the rubble of what was once her school, with her classmates dying one by one, and absolutely no hope of rescue.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
216,"Sequel to The Broken Miko! Kagome and Sesshoumaru thought they left their troubled past behind them, but a whole new problem disturbs their new life. Last chapter: Life begins again. COMPLETE!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
217,"Just when Kagome thinks she can't stand one more day, being trailed by 8 bodyguards, she meets Kikyo, her identical twin. After they switch places, she thinks life is perfect. But she hadn't counted on Kikyo's stupid, annoying, sexy older brother Inuyasha",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
218,"SesshoumaruKagome Cursed by Naraku, and thought dead, the Lord of the Western Lands watches the world and people around him change through the ages. Until he reaches a certain miko's time.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
219,"On her way home from school, Kagome stumbles upon an injured purely white dog. When she takes the dog home to help it heal, it has unexpected transformation into our favorite hanyou Inuyasha. What's a girl to do? IYkagome",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
220,Kagome just wanted a little alone time. Was that too much to ask? SessKag oneshot.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
221,"His low gaze snapped wide, senses sharpening to the one point across the room: a woman. Raven hair fell around the shoulders, filth staining uncovered legs. Kouga padded to the other side of the spring for a closer look. A spiced, foreign scent coiled to his nose, letting him know at once just who this was. Not just a woman, but his woman. Some Mature chapters.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
222,"After a horrid Christmas experience, Sesshoumaru became the cold hearted demon he is today. His job nominates him to deliver the fruits of their toy drive to the town orphanage where he meets an overly bubbly volunteer.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
223,"A death of a beloved father. Wedded to a husband whose very presence make ones stomach clench. Captured, the morning princess of Veshrane finds love at her prison. Death, Gree, Love. DGL.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
224,"AU: She is a new student at a new school with a terrible past. Ever since the accident that claimed her father's life, she hasn't breathed a word ... until a half breed and his friends invite her in with open arms. Full Summary Inside.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,"When Kagome is abandoned by her group, she is left with no one to turn to and nowhere to go. Deciding to wander the lands as a priestess, when she ends up running into a certain Daiyoukai more than just sparks fly. Obviously AU. A rewrite of night flame miko's fic.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
226,"COMPLETE! Inuyasha and Kagome HATE each other. But when Inuyasha becomes her “secret, mysterious friend” on the Internet, their bond grows into something more but little does Kagome know that her best friend by night is her sworn enemy by day.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
227,"[COMPLETE]Kagome needs a favor from no other than Sesshomaru. Yes, he, the serious, arrogant, cold and scary Western Lord. But things won't be easy since no one can make Sesshomaru XxxX in fifteen days.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
228,"Kagome isn't the normal girly-girl, and that changes the way that she lives her life and reacts to the outside forces that impact upon it and leave her without any control. oneshot, complete, up for adoption, don't own.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,It started with the smell of tears. Sesshomaru was drawn to her. Kagome was perplexed by him. Their paths always seemed to cross and these odd encounters unknowingly wrote the Lord of the Western Lands and the Miko into history. CU.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
230,"What happens when Kagome runs away from Inuyasha to end up running, literally, right smack into Sesshomaru? And what happens when Sesshomaru is injured in a fight and Kagome must choose to leave him, or to help him? COMPLETE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
231,"Sesshomaru made an exception when allowing himself to care for a human child, but could he do the same for this wandering hanyou? Sesshomaru x OC",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
232,"AU. Sometimes puppy love grows up, maturing into something steady and true. Kohaku has quietly admired his big sister's best friend since they were kids, but he's having trouble finding the courage to tell her so. Kohaku x Kagome.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Sometimes what seems like nothing but trouble can end in quite a satisfying manner. An almost eleven year old Sesshoumaru finds that out - the easy way.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
234,"Naraku is dead and her friends escaped the battle without a scratch. But what of Kagome? Too stubborn to reveal her injuries, what happens to her? Who does she meet in an unexpected place? How are their destinies entwined? What role do the kami play in all this?",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
235,"Inukag Inu Yasha is a halfvampire, and Kagome is his next victem. Only a few problems stand in his way: 1 she keeps getting herself kidnapped. 2 He's getting attatched to her. Will he kill her or mate her?",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
236,"It seems a computer dating service is Kagome's last chance to find true love, but after multiple disastrous first dates her taunting neighbor, Inuyasha, might have been right after all. AU. Ultimately Kag x Inu. Coauthor BelleDayNight",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Kagome has been talked into participating in the village's fertility festival. Written for Dokuga Contest's 4th Anniversary Challenge - Silk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
238,An epic story of love and loss and redemption set against the backdrop of feudal war. AU. COMPLETE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
239,Sesshomaru loves making his brother miserable.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,"COMPLETE AU When Inyuasha, the coolest guy in school, is chosen to act as a guide to the blind new girl, Kagome, he hates her. But what will he do when that hatred starts to turn into affection? InuKag, MirSan",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
241,"Of all of Naraku's nefarious plans, reviving the Inutaisho to use his body as a padlocked safe for the jewel was expected the least. Kagome was actually tempted to give a slow, dramatic clap for originality, but since saving said Inutaisho gave her a laundry list of problems, she just tries to stay alive. Easier said than done when she's being so constantly distracted. By him. Ugh.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
242,"Kagome's thoughts on her long, lonely life after wishing Kikyou back with the jewel. Sad, not a happy ending.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
243,"A few years after the well closes, Kagome finds herself in a situation that she would have thought impossible: She was the assistant to Sesshomaru's mother, the former Lady of the West. A series of one-shots...",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,"After Kagome spares the youkai lord's life, Sesshoumaru finds himself obsessing over the girl and her strange powers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
245,What would happen if Kagome had reacted differently when she saw that love scene between Kikyo and Inuyasha? S/K **Final Chapter**epilogue next,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
246,"Inuyasha is a god of the school and Kagome is an average tomboy trying to get by, wait they're 4 godesses as well, so who are they? The gods are going to figure it out if its the last thing they do & it just might be if the goddesses have anything to say",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
247,"When Kagome receives a golden lamp for her birthday, she had no idea an actual genie was hidden inside… Canon, Divergence. A romantic adventure told in 100-word chapters - COMPLETE!",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
248,"A greater evil arises as a consequence of Kagome's action. As a result, she becomes an ally to the Western and Southern Lords. Although Lord Sesshomaru accuses her of being a hindrance, there seems to be more behind his icy mask...(S/K Pairing, CU).",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
249,"COMPLETEKagome fails to accomplish an important task and is taken away from the two worlds she has known. Now she must face a younger Sesshomaru and live as child once again, but this time, her mom is not there to take care of her. The worst, she has the Jewel...",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
250,"One-shot. Kag/Sess. Sesshomaru was a demon that knew what he wanted. He knew the moment he saw her in that coffee shop that he wanted her. He came, he saw, he conquered.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
251,Chemistry is her new favorite subject. SessKag oneshot.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
