,Summary,Adventure,Angst,Drama,Family,Friendship,Humor,Hurt_Comfort,Romance
900,"When a Charmeleon survives a suicide attempt, its trainer finds himself faced with some difficult decisions. Charmeleon's POV. One-shot, sequel to ""Acrophobic"" by EkaSwede.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
901,"Red has been reigning as champion for thirteen years now, and he can't imagine his life being any different. When an old friend from the past shows up, can she convince him that he's been missing out on experiencing the rest of the world? Maybe a friendly bet is all the convincing he'll need to take a moment and rethink his life. BurnLeafshipping.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
902,"New trainer James Burton is on a journey to compete in the Kanto League. Joined by his new friends, Livvi Weston and Richard Winter, James travels the Kanto region, catching pokémon and competing to earn the badges that will get him to the Indigo Plateau.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
903,"Ikari, hints of others - Dawn's liked Ash for a while now, but falls for ignorant, obsessive Paul when she finds a softer side. Things look ugly when Drew fights for her; can Ikari love pull through? T for heavy romance and dark suggestions. Complete.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
904,"Why Giovanni was found in Delia Ketchum's house is beyond Ash's comprehension. When Ash discovers that Giovanni is his father, he isn't sure how to handle it. He definitely isn't sure that he wants to hear about his parent's past or that his childhood is a lie. Diamondshipping",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
905,"Ash and Latias have finally settled down in Pallet town, but fate would have it otherwise. Roped in by his old rival, Ash adventures to a region he is unfamiliar with to perform research on a phenomenon known as Mega Evolution. However, Mega Evolution is not all that awaits him in Kalos.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
906,"After the doors were closed, Riku has been in the shadows but in the shadows,there is no such thing as time because time is meaningless. So what happens when Sora opens the door five years later? SoraxRiku & SephxCloud YAOI",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
907,"During the events of CoM/Days, everyone forgets about Sora...including his parents. A sequel to ""Islands Like Glass Towers.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
908,"On a mission Sora, Riku and Kairi must rescue an unknown Keyblade master from the Void. However, how is it that from her past all she remembers is Sora? Strange memories begin to enter his mind, but are they his or of the sleeping boy who's connection is still unknown to him?",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909,"Set just after the end of KHII. There were things that Sora himself remembered, and there were memories that were not entirely his own. And he decided to honor one of those memories.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
910,“You did what with Roxas in your dream?” In which Kairi attempts to help Sora with a problem. [Sora x Roxas] [oneshot],0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
911,"As Hayner and Seifer edge their way into a new friendship and away from beating each other senseless, Hayner quickly finds out that the bully is spectacularly overprotective of him and just doesn't understand why. Slash, SeiferxHayner, Seiner.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
912,"They have an objective. Now all they need is venture capital, a bit of luck — and a better plan than panhandling. All good things must come to an end: So too all things mediocre.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
913,"White and Black. Light and Darkness. Good and Evil. The lines between always looked so clear. Until Sora, a champion of Light, is pushed into Darkness. Now, everything's changed. A new battle looms, unlike any other. The question is, which side is right?",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
914,She just happened to pick a guy that would make her mornings worthwhile.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
915,"When darkness threatens to cover the lands once more, five young Keyblade wielders must band together to save the worlds before an ancient evil is resurrected! Based on the YouTube group of the same name.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916,"[RikuSora, Yaoi, possibly disturbing content] Riku would keep Sora in a box... keep the boy tucked away where only he can find him.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
917,"Vanitas was supposed to have merged with Ventus after his defeat in the Keyblade Graveyard, yet here he was, and now he has a stowaway. Sora had bound his heart to Vanitas', and the Guardians of Light were going to help evict him. Whether they wanted to or not. Sora had opened his heart to protect so many people. Now, it was time that someone finally paid him back.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
918,She’d embrace the night because he was in her arms again. [SoraKairi],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
919,"Someday, I thought I would be loved. Ha. For people like me, someday never comes.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
920,Looking in on the good life I might be doomed never to find. Riku/Sora. Post-KH2. Another look at possible consequences of the events portrayed in the games.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
921,"Female teenager Sora has always wanted to go explore other worlds with her best friends,Riku and Kairi-except they get separated in the process. In a journey to find her precious friends, Sora slowly matures as she comes to understand her responsibilities of having the title of ""keybearer"" and juggles to protect those dear to her. (Genderswitch Princesses of Heart)",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
923,[AU. Sequel to Silentium.] Silentium had always been more than just a scar on his back; more than just a horrid vow. It's just a shame Sora and his friends didn't see that until now.,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
924,"Terra/Aqua. Terra returns to Olympus to find that he's now a big name brand. Complete with rabid fangirls. With no other hope for salvation, he begs Aqua to protect him. As his fiancee.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
925,"It doesn't end with Kingdom Hearts. It goes on. [KHII LJ challenge, RikuSoraKairi]",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
926,"RN; — Roxas and Namine, sitting in a tree. —•eCZi",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
927,"Sora and Cloud run into each other after their fight in the Coliseum. He may leave, but he will never forget... [oneshot] [SoraCloud]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
928,Sora doesn't need Roxas to wake up at the beginning of KH2. But that doesn't mean Sora doesn't need Roxas at all. AU of Kingdom Hearts II. Ignores KH3D.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
929,"Sora and Kairi study careers, and have a presentation in front of the class on their future plans. Of course, Riku is involved. [Sora x Kairi x Riku]",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
930,"Nine years. Terra, I'm still waiting for you three. You swore you'd come back to me. That it will all go back to the way it was. Xehanort! He stole everything from me! Mickey, Yensid, and Merlin - they would see me dead! And now there is a new Keyblade Wielder! Fine. He won't stop me! No one will! Let them come! I will get my friends back. And I'll crush anyone who gets in my way!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
931,"Their friendship was forged by a simple AngelMortal game, and never did Leon think that the same game would drive a wedge between them. Or maybe he’s just jealous that Cloud’s paying way too much attention to his new mortal. LxC",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
932,"Roxas and Axel are stubborn princes from neighboring kingdoms, engaged young and far from happy about it. Who would have thought one little spark of magic could change their worlds completely? Based on Swan Princess",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
933,The harsh realities of high school...can a popular and an outcast over come them to be together? Can they go against everything and everyone? What happens when people try to tear them apart? Will they make it or aren't their feelings strong enough?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
934,"Roxas… It was never about dying, this story, our story, it wasn’t about me dying. It’s about living. Rox, you can’t spend your life waiting to die. You have to live. For me. Your life isn’t over yet. Just mine. .Akuroku. .Character Death.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
935,"She is a mother, a girl with two beautiful boys to call her own. [RikuSoraKairi, postKH2]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
936,"Roxas awakens on a train leading to a new home and life. With no memory of his past, he SHOULD be able to live a normal life in Twilight Town, right? SPOILERS! Written before 358/2 Days existed",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,"Axel has been chasing after Roxas for 5 months now, but their relationship is going no where, and Axel had no idea why. Roxas has been very patient with Axel, to bad Axel is an idiot.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
938,"On why Aerith Aeris has a hole in her stomach. Why Cloud hasn't smiled for a while, why Cid fingers that same pack of cigarettes. Also, why Yuffie is digging for coffins.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
939,"Kairi is one of Ansem's most peculiar patients yet. She talks to shadows, she waves to the light filtering in through her window. She gives them names, ""Sora"" and ""Riku"", and she cries when she is in absolute darkness, because ""they"" appear. SK AU",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
940,Roxas and Sora are the children of divorced parents. It never seemed like a problem until they discover their parents are trying to move on by finding love to be happy again. Yet finding someone who they can truly love may be the person they let go.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
941,"They were two friends, one blind, the other engaged, past and future inconceivably bound. They fell in love, but what would have been just another Spring marked the beginning of love and a journey that never really has a happy ever after. AU, complete. LC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
942,"17 year old Kingdom Hearts fan Katie Heart life just took a dramatic turn when she found & saved a Kingdom Hearts character, she almost became the Thirteenth Dark Vessel of Master Xehanort! Will Katie be able to fight the Darkness inside her or let it slowly consume her? Watch her story unfold and off fight the Dark and Light Realms. Rated T for: Language & violence",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,"Sora has a dream one night in his Awakening. In his dream, he's informed by Roxas of other beings sleeping within his heart. Some spoilers.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
944,"Two dances, four destinies changed. ""He was going to make this stupid ball a night to remember."" Or, the one where Terra goes to the ball with Cinderella, and Vanitas crafts a creative plan to deal with Aqua. Varying degrees of Terra/Cinderella and Vanitas/Aqua. T for some violence and darker themes.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
945,"You'll pay for that one, Hayner! Truth or Dare? [SeiferHayner oneshot.]",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
946,Roxas hates Axel. Axel loves Roxas. Demyx and Sora are holding a star shaped fruit. There's something wrong with this picture. AKUROKU yaoi,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
947,"Half the Organization is sick, including both of Axel's best friends, and he's the only one available to take care of them. Rated for language.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
948,"There were 3 things McDonald's was good for: starting affairs, hiding forbidden lovers, and mending broken hearts. On top of that, they sometimes got your order right, but usually not. Either way, everyone's lovin' it! Akuroku RiSo Zemyx CL",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
949,"The continuation of the FemSora-verse. Sora and Riku take the Mark of Mastery exam. What they expected would be a straight forward test turns into a battle for survival against the darkness. It's a test of skill, courage, and fortitude… but what truly guides them through the trial is their belief and love for each other.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
950,"Ventus Highwind, the son of an inventor, lives a simple life with his father and two best friends in the countryside. But when his father's life is threatened on a trip to find an investor, Ven instead offers himself to allow his father to go free. The mansion in the woods holds many secrets, the biggest of which surrounds the enigmatic master of the house. (Beauty and the Beast).",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
951,Roxas has a problem with AkuRoku day. Total crack I just had to write. Happy Akuroku day.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
952,"Roxas doesn't believe in love. Unfortunately for him, his hyperactive twin brother, crazed besties, Facebook, and the new girl all say otherwise. What Roxas doesn't understand won't hurt him. Probably. But the secrets corrupting everything he loves will.",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
953,Axel's bored. So he and Roxas decide to go around and make complete chaos! Will the Organization have it's revenge when Axel and Roxas are done? Complete!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
954,[AU] Riku loved Sora. Sora flatout rejected him. Sometimes love isn’t so simple and realistic as we think. [riku x sora],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
955,"Riku never wanted to go on a journey with her. But maybe a walk was all he needed to help clear his head. To realise, that maybe, it wasn't such a bad idea after all. Riku x Naminé",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
956,"The Epic of Kingdom Hearts continues with the reawakening of the Keyblade Master. Before, he fought the Heartless incarnate; now he must face what the Heartless leave behind. Friends still missing, a new enemy arising, and mysteries abounding, what will come of the Keyblade and its young master? -Secret Ending-",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
957,A new mission has sent Sora away from the islands again. What turns out to be a simple mission at first will put Sora in a race to overcome the darkness within him. Is there any hope for the keyblade master?,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
958,"Tired of losing to Riku in every sport, game, and contest imaginable, Sora decides to challenge his long time friend to a simple game of truth or dare. However, the tables turn as Riku has Sora wishing he chose 'truth' instead.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
959,"Halloween-shot. Roxas thinks church run ""Hell Houses"" are lame, he wants a real Haunted House. Ventus is terrified by all things with even a minor fright level. It just so happens Sora and Vanitas work in the best Haunted House in Midgar. SoRox VanVen",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
960,"Axel, a high school senior, gets out of detention if he tutors a freshman for free for four months. Roxas is failing in math. You see where this is going.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
961,"As Sora continues his journey to close keyholes and save worlds, something's slipped through the shadows in Hollow Bastion. Venturing from world to world it searches, seeking him in a desperate attempt to harness his light. CL,LexZex,shonenai content",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
962,"The newest character to the KH franchise would like to give all of you an inside scoop on the members and her various opinions of them. The good, the bad, and the ugly are right here in this piece. The Organization better watch their backs. Rated T. R&R!",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
963,"Reaching for the light is basic instinct, because the dark frightens us. Even for one born from it. /Oneshot, platonic SoVan/",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
964,"Giftfic, spoilers for Vanitas's face, I guess during BBS? Frustrated at losing to Riku, Sora accepts an unexpected lesson from a shadowy warrior.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
965,"After Saix berates Xion for failing another mission, Roxas takes her out for a night away from the Organization to unwind. Xion x Roxas",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
966,A teeny-bopper romance that’s been a decade in the making. And all he had to do was flip his hair. — RikuKairi,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
967,They'd been best friends for as long as they could remember. He was the daredevil - he did everything. He was fearless. And her? She was the goody-two-shoes who always watched from the sidelines. ROXIRI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
968,"AU. Twas the month before Christmas...and Sora's got a new, very interesting job at a department store, Roxas can't get away from the crazy redheaded neighbor, and a certain Santa Claus can't keep his eyes off a cute brunet elf. SoRiku, AkuRoku. GiftFic.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
969,AU. Even the most unlikely people have a routine. AkuRoku drabble.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
970,"In Ruin and Creation's Passage, Sora's attempt at using his Drive Form goes wrong. He runs, and his friends follow. Antiform Oneshot.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
971,Who would have thought someone as perfect as Riku would fall in love with ever so opposite Sora?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
972,"Take a distillation of a classic Halloween cartoon special. Add two spritzes and a zest of John Hughes. Pour in KH characters, shake well, and name after a Smashing Pumpkins song. Enjoy. Axel/Roxas, Riku/Sora, Leon/Cloud, and several side dishes.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
973,"In which Leon is freakishly naive and the others force Cloud to talk to him about IT, some CL",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
974,"On a world made for children, sometimes the hardest thing to do is be a parent. Some Birth by Sleep spoilers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
975,"Short, AkuRoku oneshot. Roxas comes home! Axel's sink doesn't work! Rated T for mild language.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
976,"""Why can you harbor so many hearts? It is an unusual trait. Not many can, and usually only for close relatives or comrades. So why...?"" His eyes widened and he started to laugh. Not his normal creepy laugh, but a downright entertained, carefree guffaw that was somehow even scarier. ""Why did I not see this before? You aren't a human at all, Sora! You ARE the X-blade!""",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
977,"Takes place a month after DDD, Maleficent has somehow unlocked the door to the past, and now during her search for the Book of Prophecies, time is slowly changing. With the help of Yed Sid, Merlin, and Naminé, they send Sora, Riku, and Kairi to go after them. Now they have to join forces with Ven, Terra, and Aqua to stop them. Can they stop Maleficent and Xehanort in time? Adopted.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
978,"The line between black and white fades as Axel, a morally questionable assassin with an aversion to truth in all its many forms, finds Roxas, and betrayal is the least of the evils committed in service of the ultimate good. AkuRoku",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
979,"Being from the desert, Anakin never knew how easily seasick he gets until a mission on an ocean planet. Contains a very amused but concerned Obi-Wan, a worried Ahsoka, and a bewilderingly large amount of Huttese from people who don't speak the language.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
980,"AU. QuiGon survived at ObiWan's expense, Anakin is being trained and ObiWan is going to be a Knight. There's just a small problem of Jedi going missing and a certain Senator being rather unhelpful.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,"Sequel to Different Destiny. Fifteen years after the rise of the Empire, Anakin and Padme, Obi-Wan and Satine, and Ahsoka and Rex all have children in the Jedi Order. The Rebellion has taken sanctuary from the Empire but can it last? Will the Jedi stand in the face of new threats? When all seems lost can they carry on or will the Sith and his new weapon destroy all? Find out here!",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
982,"[COMPLETE] After a survey mission goes terribly wrong, a human is captured by the First Order and given a choice that will leave her never the same. This is the story of a Stormtrooper who falls in love with Kylo Ren. Set before The Force Awakens. Kylo/OC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
983,"The Imperial Ministry of Communication attempts to regulate that swelling Holonet phenomenon, ""fan fiction."" Half a rant against bad fanfic, half a parody of the same, but all hilarious.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
984,AN: I don’t own Star Wars in any shape or form This is an AU fic of the Star Wars Universe and my first one so bare with me. What IF Darth Vader’s TIE Advanced went crashing into Yavin 4 instead of regaining control like in the movie? What IF he was at th,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
985,"In this Revenge of the Sith alternate universe, on the night of Chancellor Palpatine's mysterious death, the relationship of Padmé Amidala and Anakin Skywalker is unintentionally revealed to the public. Including the Naboo and Padmé's family, the Naberries, who still don't know about the couple's three year old marriage, though they are about to find out.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
986,"The invasion begins. The Empire launches its massive attack on a backwater world. The harsh tale of OC characters set against the backdrop of the Empire-Earth War. Please R&R, 1 free Force Power for every new follower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987,"Three years after the fall of the Republic, a visitor comes to the Lars homestead. An AU sprung from the early chapters of the Vader Chronicles.",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
988,"With Palpatine's Empire slowly gaining strength, Sith Lord Darth Lumis rages across the galaxy, spreading chaos and dissent in an effort to hide both the growing Rebellion that will come to topple an Empire, and the twins he has sworn to keep safe.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,"Ben Solo survives after giving Rey his life force because Leia gives up her own life to save her only son, becoming a Force Ghost. Injured, but determined to face his past, Ben convinces Rey to return with him to the Resistance camp where they immediately place him in captivity to await trial.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
990,"Or, The Tragedy of Darth Sidious the Art Collector. Anakin objects violently to Palpatine's choice of art. ROTS AU, and very cracky.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
991,"The conclusion to the Journey of Discovery series. Luke and Mara's romance continues, with Leia, Han, and the rest of the gang showing up, too. Epilogue now posted. It's complete!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
992,What if Leia's Force powers had manifested as the Death Star targeted Alderaan?,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,"Luke, Leia, Han, Chewbacca, and Mon Mothma all travel back in time by an unknown source to when Anakin Skywalker was nine years old, and find out how Darth Vader came into being by living it.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,"Anakin wins the duel against ObiWan on Mustafar. Because of this, events are altered and lives changed. The Jedi are nearly extinct as an unrelenting Empire hunts them down. But for ObiWan, there is more to life than just surviving. AU, slash AnakinObiWan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
995,"After learning that his Uncle has lied to him for his entire life, Luke runs away from home and heads to Mos Espa where he is eventually able to work his way off of the planet by the age of eleven. He then arrives on Coruscant. While on Coruscant, he is inevitably brought face to face with his Father who has been searching for him for eleven years. How will Vader change? Very AU.",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
996,"Anger and hatred, combined with a painful past has brought Anakin Skywalker to the Dark Side. By age twenty four, he is the Galaxy's most feared man and he hides behind the name, Darth Vader. Hatred and anger rule his soul, but is the Chosen One truly beyond redemption? Things start to change when a special young girl with a similar past is brought into his life. Complete AU",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
997,"As per the title above: How Anakin Became the Mand'alor by Accident (And Started a Jedi Temple, and Possibly a Cultural Revolution, Also by Accident). You may be surprised to discover that this is meant to be silly.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
998,"Anakin survives at the end of ROTJ, and takes a badly injured Luke to Naboo for treatment",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
999,"The guy who works in Hot Topic is a total jerk. Really, the worst part of Rey's day. [Mall Employee AU]",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1000,"After a particularly brutal battle on the ice planet Hoth, Ahsoka is injured. And when the Medical-bay can't take any more patients, it is up to Ahsoka's own master to pull her through.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1001,"In An Alternate Universe, Luke grew up raised by his Father and trained in the ways of the Force. For fifteen years, Darth Vader has taught his Son everything he knows from Combat to the Dark Side of the Force. At the age of fifteen, Luke sees the Dark Side for what it is, and he renounces it and begins a search for his Destiny which he realizes lies apart from the Darkness.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1002,"A different version of how Obi-Wan and Qui-Gon meet. When Initiate Kenobi has a bad day, a certain caring Master comes to his rescue. Not slash. complete",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1003,"""Aha!"" Ahsoka laughs, still utterly unaware of their presence. ""No Skywalker will has ever been able to defeat me! I am-"" Finally her eyes lift to see them just as Padme's arms cross over her chest. Immediate panic lights up the girl's face at the sight of them standing here. ""… In big trouble…"" She mutters, lowering her blade. (Happy Family AU Series! Can be read on its own too!)",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1004,Anakin Skywalker has just learned the truth about Chancellor Palpatine's identity and is facing a difficult choice. Deeply fearing for the life of his wife Padme and his unborn child(ren) he must decide which path to take. Remain in the light and follow the Jedi Order or follow Palpatine into the dark and gain the power of the Sith. His heart must lead him to make the right choice.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1005,"She doesn't know what to call him anymore, so she decides not to call him anything at all. Post-TLJ reylo.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1006,"Episode I of ""The Unseen War."" Shadowy forces pursue Luke and Mara across the galaxy, Han is pressed back into service with the New Republic military, and Leia has only herself to rely on as she combats a corrupt new government. AU, 10.5 ABY, L/M, H/L",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1007,"Obi-Wan had failed his apprentice and closest friend. Anakin was suffering, and the only balm he was offered were Jedi platitudes. That was about to come to an end. [Labyrinth of Evil, Legends AU]",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1008,"Oneshot. Darth Vader is forced to call Sienar Systems Customer Support, and is thus provoked into a fateful decision...",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009,"During TLJ, Rey wakes on Ahch-To from a nightmare. The bond connects her with Kylo Ren and she finds an unlikely solution to her sleeping problem. A story about the couple's ""Force skype"" sessions throughout TLJ and afterwards. As the connection grows, so does their pull towards each other. (TLJ spoilers) WIP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1010,"Nine years after ROTS, two young prisoners have Darth Vader questioning his choices.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1011,"Anakin Skywalker is left broken after Obi-Wan Kenobi fakes his death to go on an undercover mission, but as fate would have it, he accepts an offer from Count Dooku to destroy the Sith and save the galaxy. Only time will tell if Obi-Wan can save Anakin from the lure of the Dark Side, or if Anakin will become the very thing he was seeking to destroy... *REWRITE BEGINS AT PART 59!*",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1012,"All he wanted was to spend Christmas with his father but when eight year old Luke Skywalker uses the Force, without knowing it, he not only gets his secret wish, but he also causes a meeting to happen several years earlier than it was supposed to...",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1013,Luke and Mara continue their up and down relationship in this sequel to A Journey of Discovery — Book One: Pendulum.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1014,"When the Chancellor orders Anakin to kill Dooku, the turncoat Jedi betrays him in return. Now aware of his true nature, Anakin and Obi-Wan hurry to try to put an end to the Sith. But can Anakin really let go of the man he thought Palpatine was? Or has he been too twisted to be redeemed? - Complete, finally.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1015,"They are the designers to their own catastrophe. ""I love you,"" he snaps. She scoffs, fumbling with her clothes. This isn't the first false proclamation of love, and she's certain it won't be the last. ""That's a shame. It'll make it harder for you to kill me."" Rey/Kylo. (One-shot).",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1016,"Young Anakin Skywalker had never known his Master, Obi-Wan Kenobi, to fall ill in the year he'd been apprenticed. So, it was something of a surprise when Obi-Wan suddenly sat down in the middle of lightsaber practice, a palm pressed to his forehead. Gen.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1017,"Darth Vader, the Empire's chief enforcer, has gone missing following the Battle of Yavin. On a completely unrelated note, Anakin Skywalker has crashed on Yavin IV badly injured. He's not sure how much time he's missing from his memories, but the amnesia can't be that bad. Right?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1018,"In which a girl who saw the first two trilogies, but not the new movies, gets reborn into a galaxy far, far away. As Rey. In some ways this changes things. In most ways it doesn't. (No Reylo)",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1019,"Obi-Wan has a knack for saying a lot with just one word. A collection of vignettes focusing on Obi-Wan, Anakin, and all the different ways Obi-Wan uses his apprentice's name.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1020,"Her boy looks terribly disappointed when she shows him the planet she's picked for them, and if she were mortal, she might feel satisfaction: at last he'll be out of trouble for a while.",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1021,"When Obi-Wan falls seriously ill during a simple visitation to a tropical island, Qui-Gon realizes how much the padawan means to him. complete",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1022,Master and Padawan engage in a three-day stand-off. Let the more stubborn man win.,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1023,"5 years after the destruction of Yavin IV, our favourite heroes & villains must make new choices in a galaxy where nothing is as it seems, and the line between good and evil is not so clear. Now complete. R&R always appreciated.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,A private afternoon lunch to catch up with an old friend during the Clone Wars reveals a great deal to ObiWan Kenobi. AP,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1025,"Padme Naberrie is a servant, once princess of Naboo, working under her cruel stepmother and stepsisters. When an invitation comes for a ball, she is determined to go. But she didn't plan on falling in love... Full summary inside. AU. COMPLETE!",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
